pair,date,high,low,open,close,volume
USDT_BTC,1622548800,98.8261766263002,93.88486779498518,96.93867628755302,96.55750556614305,122194005
USDT_BTC,1622545200,99.05151641651193,94.09894059568633,96.11986352851349,95.87421954414931,90812462.85
USDT_BTC,1622541600,96.119694969802,91.3137102213119,93.07738749323529,94.25394812715837,101992700.9
USDT_BTC,1622538000,100.59751502366355,95.56763927248036,98.03043138006396,99.58274409224902,98565251.35
USDT_BTC,1622534400,102.3542224657861,97.23651134249678,99.93861442462236,99.49118971847332,210515123.7
USDT_BTC,1622530800,103.91343951122388,98.71776753566269,102.04214412638292,101.51188547111188,100313042.7
USDT_BTC,1622527200,105.34469606753436,100.07746126415763,102.8427491478827,102.50266300466772,111290611.2
USDT_BTC,1622523600,100.63589243807853,95.6040978161746,97.64583719269922,98.07692823385659,96537837.28
USDT_BTC,1622520000,105.0868218208217,99.83248072978061,102.06862501075481,101.73750900659547,64976976.77
USDT_BTC,1622516400,101.99651460445665,96.89668887423382,99.35735351033709,99.27959952041934,116905766.8
USDT_BTC,1622512800,102.83836360194542,97.69644542184814,99.77234606869908,100.28311366992162,113551230.2
USDT_BTC,1622509200,102.43586372869507,97.31407054226031,100.48543342455467,101.03243285614069,118173642.8
USDT_BTC,1622505600,101.15232855950276,96.09471213152761,99.1620078814966,98.79338367197288,196926607.5
USDT_BTC,1622502000,104.83834673333533,99.59642939666855,102.64316974134526,101.73491760470105,98660484.55
USDT_BTC,1622498400,101.41048383779786,96.33995964590795,98.99843241184709,99.52228197022278,86091105.8
USDT_BTC,1622494800,104.55656311333243,99.3287349576658,102.16644781718122,101.5285818976053,54590957.95
USDT_BTC,1622491200,104.27122832083879,99.05766690479685,101.12428830197518,101.2582802071278,62422937.08
USDT_BTC,1622487600,104.29831312786158,99.08339747146849,101.4731664453109,101.79807027656247,72040569.56
USDT_BTC,1622484000,103.21556112714497,98.0547830707877,100.31536679820576,100.30203775695243,70542843.95
USDT_BTC,1622480400,102.09578643666428,96.99099711483106,99.36503596206201,98.50046651863434,147660645
USDT_BTC,1622476800,101.65223858556669,96.56962665628835,99.52766588235652,98.93657107439357,234665903
USDT_BTC,1622473200,98.07184578499293,93.16825349574329,95.70731656612541,96.54684172463821,153858395.1
USDT_BTC,1622469600,104.80041177840054,99.56039118948051,102.9395685516053,102.92928264055068,158281846.4
USDT_BTC,1622466000,103.0079819605263,97.85758286249998,100.35344006278095,100.39212389009695,185178921.1
USDT_BTC,1622462400,101.25124418237392,96.18868197325523,99.17649452602603,97.84880112096035,186290637
USDT_BTC,1622458800,100.73409547287194,95.69739069922834,98.4818437359939,98.37394763860554,190891250.1
USDT_BTC,1622455200,101.15602172858476,96.09822064215552,99.1555230240729,98.33841831435602,320451182.7
USDT_BTC,1622451600,101.2244823205156,96.16325820448982,99.56576225433587,99.73732383812148,157177579.6
USDT_BTC,1622448000,102.61838611712028,97.48746681126426,100.22644605018272,99.58647620876879,168933078.3
USDT_BTC,1622444400,99.75658926938402,94.76875980591481,96.1053276576418,97.67903878992894,213849731.4
USDT_BTC,1622440800,101.85824142081401,96.76532934977331,99.33775813288932,98.74592855310965,137432996.9
USDT_BTC,1622437200,103.66706978542439,98.48371629615316,101.73686106109398,101.09190704846807,121336201.3
USDT_BTC,1622433600,101.44028862653303,96.36827419520638,98.88765415000798,98.6903466787771,92043491.16
USDT_BTC,1622430000,103.07127994754543,97.91771595016816,100.9536367452374,99.8482607728018,118597529.7
USDT_BTC,1622426400,100.0733280706313,95.06966166709974,97.08834343994872,97.60162518671815,133842135.9
USDT_BTC,1622422800,100.20468885061915,95.19445440808819,97.449077804585,97.26281286898899,121477337.4
USDT_BTC,1622419200,99.7601513870103,94.77214381765978,97.9703794641382,97.65531918589143,119729973.9
USDT_BTC,1622415600,99.4584407833934,94.48551874422373,96.30228995312571,97.64354875781461,57169174.33
USDT_BTC,1622412000,98.8233577938618,93.88218990416871,96.61695313664245,96.41719798130389,61845441.63
USDT_BTC,1622408400,100.91126831752138,95.8657049016453,98.39770251095756,98.94768215891067,55731642.82
USDT_BTC,1622404800,96.29303580298759,91.4783840128382,94.00449192909922,93.26672191423012,103664608.3
USDT_BTC,1622401200,98.18962457886165,93.28014334991856,94.56192016777918,96.0105610965237,58120993.68
USDT_BTC,1622397600,97.87961125313339,92.98563069047671,94.64958385002971,96.1261405035575,107074483
USDT_BTC,1622394000,98.81840419765794,93.87748398777504,96.68118610953812,95.85051785046635,78456527.12
USDT_BTC,1622390400,95.46176933723362,90.68868087037194,94.02741003780173,93.17510402522656,105816196.1
USDT_BTC,1622386800,94.40370492552125,89.6835196792452,92.11156680117183,92.10368410103194,78381085.58
USDT_BTC,1622383200,96.26454454366431,91.4513173164811,94.29161564473449,93.76270363609879,111352590.4
USDT_BTC,1622379600,93.90672754722738,89.211391169866,91.74694261263161,91.37397379983882,100905892
USDT_BTC,1622376000,94.01909748518851,89.31814261092909,91.35119994945434,91.08102230730584,173937486.5
USDT_BTC,1622372400,92.93890567249093,88.29196038886639,90.1845580047605,90.70696862821836,145323843.4
USDT_BTC,1622368800,87.2067234407819,82.8463872687428,84.75645216636232,84.7846157569094,98745851.24
USDT_BTC,1622365200,91.57291260518889,86.99426697492945,88.96546249044457,89.22039470969092,76117938.65
USDT_BTC,1622361600,88.38689347194577,83.96754879834847,86.10386094562176,86.71581752201527,118728731.2
USDT_BTC,1622358000,90.48544416893922,85.96117196049227,88.68475289955045,89.4884258187918,146548011.3
USDT_BTC,1622354400,90.89209784258847,86.34749295045904,88.96012489228397,89.0141916365414,166608363.9
USDT_BTC,1622350800,92.24386836148553,87.63167494341124,90.43761721700754,89.25264952993857,145924860.6
USDT_BTC,1622347200,89.81638387271218,85.32556467907656,86.60605222293529,87.52836067702786,125181274.2
USDT_BTC,1622343600,85.4211359346483,81.15007913791588,82.51008908655092,82.33065254242135,101174774.5
USDT_BTC,1622340000,85.11232235351324,80.85670623583756,82.95713162156046,83.24212567410316,89074825.43
USDT_BTC,1622336400,86.70760390875361,82.37222371331593,84.02687536254672,83.59588917490524,91097967.23
USDT_BTC,1622332800,82.95431613525899,78.80660032849603,80.70470209626431,80.89773117222823,205012385.1
USDT_BTC,1622329200,80.1613844982476,76.15331527333521,78.61461900608364,77.95151010421475,131158843.1
USDT_BTC,1622325600,78.70805421841855,74.77265150749763,77.08448723264652,76.90782893266409,83879883.12
USDT_BTC,1622322000,80.30320485635414,76.28804461353643,78.43966919414444,78.35135324060792,114348571.5
USDT_BTC,1622318400,77.80133322032295,73.9112665593068,75.39066355961636,75.77756186854619,158829092.6
USDT_BTC,1622314800,79.3006909131098,75.3356563674543,76.91036490557097,76.99166607002708,140430109.2
USDT_BTC,1622311200,76.47383701670275,72.6501451658676,74.02972916057418,75.12163614076151,185151195.2
USDT_BTC,1622307600,78.02076804805922,74.11972964565626,76.1818631049037,76.39323922411792,205825824.2
USDT_BTC,1622304000,76.23734102753151,72.42547397615493,73.98571636732977,73.68742549239347,214037791.7
USDT_BTC,1622300400,74.38829779861842,70.6688829086875,71.5898776334202,72.36180210346117,330081680
USDT_BTC,1622296800,77.15490211758333,73.29715701170416,75.60693035053282,75.4782658323413,215487178.6
USDT_BTC,1622293200,72.365139831837,68.74688284024515,69.61724421051332,70.61502874511605,274765199.4
USDT_BTC,1622289600,71.40368985501293,67.83350536226227,69.2427891336817,69.56663908284986,173866115.8
USDT_BTC,1622286000,68.89714503617283,65.45228778436419,67.45644793926121,67.2469160029762,216141324.8
USDT_BTC,1622282400,69.51817306846287,66.04226441503972,68.03373223451426,67.61339045450116,117187091.3
USDT_BTC,1622278800,67.95091963996659,64.55337365796825,66.15077624651468,66.30855193917711,227642392.5
USDT_BTC,1622275200,67.10298575358244,63.74783646590332,65.21610457892672,65.17505753853158,125944953.2
USDT_BTC,1622271600,66.06280314664143,62.759662989309355,64.64078060582683,64.7230474857985,126533997.5
USDT_BTC,1622268000,63.64003350568252,60.45803183039839,62.22598885398762,61.958643833835275,107203274.3
USDT_BTC,1622264400,66.99432148000461,63.64460540600438,65.29211146118163,65.07381278966132,186107916.1
USDT_BTC,1622260800,61.9285230865985,58.83209693226858,60.416482088221684,60.298484553424224,125984686.7
USDT_BTC,1622257200,61.46577352154934,58.39248484547187,59.77667265311638,59.525047936538634,100231637.7
USDT_BTC,1622253600,62.420490708001985,59.29946617260188,60.619973523448024,60.37985782038182,134320529
USDT_BTC,1622250000,57.82874992632915,54.93731243001269,56.32273134971427,56.35838383110349,111228863.9
USDT_BTC,1622246400,57.701329555024415,54.81626307727319,56.14829541182971,56.43731997664941,143455184
USDT_BTC,1622242800,58.245004044466526,55.3327538422432,57.1399155644613,57.02270012954594,129674041.6
USDT_BTC,1622239200,56.75456992908691,53.916841432632566,55.62049143748903,55.11561867430944,183745768.8
USDT_BTC,1622235600,57.691003279617405,54.80645311563653,56.134550515106646,56.424951517296414,248149599.7
USDT_BTC,1622232000,54.46950924715129,51.74603378479372,53.425954074968736,53.06150850370426,209437195.5
USDT_BTC,1622228400,56.814073558191254,53.97336988028169,55.364112334483394,55.31859887114592,189112516.1
USDT_BTC,1622224800,52.408566503493894,49.788138178319194,50.89467617556589,50.79723022199433,157052322.4
USDT_BTC,1622221200,55.17200179176573,52.41340170217744,53.51276326461874,53.96894172168544,193182777.1
USDT_BTC,1622217600,51.36800642470806,48.79960610347265,49.95786609390945,49.98633950833689,287202560.1
USDT_BTC,1622214000,50.22957461255717,47.71809588192931,48.93261301526561,48.703717339204005,130477276.6
USDT_BTC,1622210400,49.95703463499243,47.459182903242805,48.28929201526083,48.311385801147836,133806025.4
USDT_BTC,1622206800,46.983913438381336,44.634717766462266,45.95137258787177,45.671725288867364,234158668.6
USDT_BTC,1622203200,50.606553316455155,48.076225650632395,49.40010239308776,49.38113050063395,332240545.3
USDT_BTC,1622199600,44.0211698871057,41.82011139275041,42.911482647801265,43.17037449553428,224790840.4
USDT_BTC,1622196000,48.0186944031218,45.617759682965705,47.40304762752781,46.73690201010903,228363624.3
USDT_BTC,1622192400,50.143936380440024,47.63673956141802,48.52073032417595,48.6858106715337,354141970.6
USDT_BTC,1622188800,50.2311123888219,47.7195567693808,49.00995186044395,49.10715123999706,287909047.2
USDT_BTC,1622185200,47.10365083781214,44.74846829592153,45.98660371211893,45.90226818071767,246738863.4
USDT_BTC,1622181600,48.37318937259787,45.95452990396797,46.559913350627525,47.284365957146385,242862100.4
USDT_BTC,1622178000,51.27121391242808,48.707653216806676,49.91166948950106,49.733065622852656,230120809
USDT_BTC,1622174400,48.74501882075541,46.30776787971764,47.44024181443387,47.250476287469574,225827187.4
USDT_BTC,1622170800,45.40688588079054,43.13654158675101,43.89495314704466,44.374544500075984,95009772.86
USDT_BTC,1622167200,51.97075013815938,49.37221263125141,51.01866705935006,50.679602324789236,80772392.38
USDT_BTC,1622163600,52.68091495870172,50.04686921076663,51.33251276949805,51.514952256915876,120865791.9
USDT_BTC,1622160000,53.29801969891503,50.633118713969274,51.56047348063056,52.12930737269729,160619245
USDT_BTC,1622156400,50.82001923729511,48.279018275430346,49.78847373919573,50.00070015080764,84198712.49
USDT_BTC,1622152800,52.36474387358055,49.74650667990152,51.54359539402248,51.07077348978173,100720455.6
USDT_BTC,1622149200,51.48394146180129,48.90974438871122,50.21973642608066,49.95341933689944,132040356.4
USDT_BTC,1622145600,52.29421281297683,49.679502172327986,50.93688079850599,51.33178567820096,89887463.81
USDT_BTC,1622142000,49.36814480129377,46.899737561229074,48.330173967498176,48.44728943238238,100838351.1
USDT_BTC,1622138400,53.920148879523346,51.224141435547175,52.517026324860545,52.44831749330625,73102056.22
USDT_BTC,1622134800,52.80856516118941,50.168136903129934,51.75566290027352,51.59342958191168,125867669
USDT_BTC,1622131200,49.53864645620377,47.06171413339358,48.47511094054824,48.17232434068328,250509368.2
USDT_BTC,1622127600,51.35353830459931,48.785861389369344,49.805835728534284,49.72580079729471,174204735.7
USDT_BTC,1622124000,54.39776359126611,51.67787541170281,53.15474994212335,53.04282414062156,135613376.1
USDT_BTC,1622120400,56.1295830741549,53.32310392044715,54.63393755556677,55.0966264610165,248529842.1
USDT_BTC,1622116800,58.23727127599989,55.32540771219989,57.089015272734805,56.675346227305226,175126213.5
USDT_BTC,1622113200,55.53539066805597,52.75862113465317,54.4478556483878,54.07016484002422,165054384.3
USDT_BTC,1622109600,57.29550692690876,54.43073158056332,55.48830379406137,55.523246677589505,155805336.3
USDT_BTC,1622106000,57.135380880742346,54.278611836705224,55.55692995867992,55.08020717644563,143116390.3
USDT_BTC,1622102400,57.90077705431498,55.00573820159923,56.580133237838204,56.908784446442006,170723409.6
USDT_BTC,1622098800,56.63539439612202,53.80362467631591,54.86295122510643,55.14768156227102,90158790.61
USDT_BTC,1622095200,57.7731816242006,54.884522542990574,56.112209586883765,55.958378510519175,109052629
USDT_BTC,1622091600,59.26662842290865,56.30329700176322,57.57676818690227,57.44953642942488,129561520.5
USDT_BTC,1622088000,60.996412401227005,57.94659178116565,59.42840919089837,59.635559640836846,100127744.1
USDT_BTC,1622084400,62.995061976515224,59.84530887768946,61.463097755917055,61.859654136112205,151273829.3
USDT_BTC,1622080800,61.917878313515516,58.821984397839735,60.0364206758934,60.62012318758443,136921782.2
USDT_BTC,1622077200,64.88764331341432,61.643261147743594,63.4793267899797,63.643028928122604,186680198.4
USDT_BTC,1622073600,63.85254344424424,60.65991627203203,62.59995754028065,61.65306196117077,132298911.2
USDT_BTC,1622070000,66.97911732843487,63.63016146201312,65.72004182643647,65.67818585942166,107986204.9
USDT_BTC,1622066400,65.68976118669755,62.40527312736267,64.08279296678708,63.791122316791956,96061722.93
USDT_BTC,1622062800,66.1560417131191,62.84823962746314,64.45132714581769,63.84715512767895,117298476.8
USDT_BTC,1622059200,69.87797227370856,66.38407366002313,68.57582910348695,68.73154440126967,116812909.9
USDT_BTC,1622055600,69.22378765987258,65.76259827687895,67.389757725173,67.464703365604,182699869
USDT_BTC,1622052000,68.9472390932341,65.4998771385724,66.81622782112107,66.81213163545715,130465974.4
